name,link,ingredients,steps,nutrition,image_url
Spicy Mango Margarita,https://www.allrecipes.com/spicy-mango-margarita-recipe-8624185,"{'quantity': '1', 'unit': None, 'name': 'lime wedge'}, {'quantity': '1', 'unit': 'teaspoon', 'name': 'chili-lime seasoning'}, {'quantity': '2', 'unit': 'cups', 'name': 'ice, or as needed'}, {'quantity': '2', 'unit': 'fluid ounces', 'name': 'silver tequila'}, {'quantity': '3', 'unit': None, 'name': 'jalapeno slices, or more to taste'}, {'quantity': '4', 'unit': 'fluid ounces', 'name': 'mango nectar'}, {'quantity': '3/4', 'unit': 'fluid ounces', 'name': 'triple sec or other orange liqueur'}, {'quantity': '3/4', 'unit': 'fluid ounces', 'name': 'lime juice'}","Sprinkle chili lime seasoning onto a plate. Moisten the rim of a glass with lime wedge. Press the moistened rim into the seasoning. Fill the glass with ice.. Fill a cocktail shaker with tequila and 2 jalapeno slices. Use a muddler to crush the peppers. Add mango nectar, triple sec, and lime juice to the shaker and add 1 cup of ice. Seal and shake vigorously until outside is frosted, 10 to 15 seconds.. Strain margarita into the glass and garnish with remaining jalapeno slice, if desired.","calories: 311, fat: 1g, carbs: 38g, protein: 2g, servings: 1",https://www.allrecipes.com/thmb/004-jg61Q0tAdNGSdVpdCkEEMFg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8624185_Spicy-Mango-Margarita_France-Cevallos_4x3-358367536b7b4387bcdb1b221cd36092.jpg
Spicy Pineapple Margarita,https://www.allrecipes.com/spicy-pineapple-margarita-recipe-8622042,"{'quantity': '1', 'unit': None, 'name': 'lime wedge'}, {'quantity': '1', 'unit': 'teaspoon', 'name': 'Tajin®)'}, {'quantity': '2', 'unit': 'cups', 'name': 'ice, or as needed'}, {'quantity': '2', 'unit': 'fluid ounces', 'name': 'tequila'}, {'quantity': '3', 'unit': None, 'name': 'jalapeno slices, or more to taste'}, {'quantity': '4', 'unit': 'fluid ounces', 'name': 'pineapple juice'}, {'quantity': '3/4', 'unit': 'fluid ounces', 'name': 'triple sec'}, {'quantity': '3/4', 'unit': 'fluid ounce', 'name': 'lime juice'}","Sprinkle chili lime seasoning onto a plate. Moisten the rim of a glass with lime wedge. Press the moistened rim into the seasoning. Fill the glass with ice.. Fill a cocktail shaker with tequila and 2 jalapeno slices. Use a muddler to crush the peppers. Add pineapple juice, triple sec, and lime juice to the shaker and add 1 cup of ice. Seal and shake vigorously until outside is frosted, 10 to 15 seconds.. Strain margarita into the glass and garnish with remaining jalapeno slice, if desired.","calories: 280, fat: 1g, carbs: 32g, protein: 1g, servings: 1",https://www.allrecipes.com/thmb/P5s_ClgOKOoWp0UvuTn3_Lb-4OE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8622042_Spicy-Pineapple-Margarita_France-Cevallos_4x3-680502b99d9a4b1b894d853407555d48.jpg
Skinny Margarita,https://www.allrecipes.com/skinny-margarita-recipe-8622045,"{'quantity': None, 'unit': None, 'name': 'kosher salt as needed'}, {'quantity': '1', 'unit': None, 'name': 'lime'}, {'quantity': '1 3/4', 'unit': 'fluid ounce', 'name': 'tequila'}, {'quantity': '1 1/2', 'unit': 'fluid ounces', 'name': 'lime juice'}, {'quantity': '1 1/4', 'unit': 'fluid ounces', 'name': 'orange juice'}, {'quantity': '1', 'unit': 'teaspoon', 'name': 'agave syrup, or to taste'}","Pour salt onto a plate. Rub a lime wedge around the rim of a glass, and dip the rim of the glass in the salt.. Fill a cocktail shaker with ice. Add tequila, lime juice, orange juice, and agave syrup. Close the shaker and shake until completely chilled, about 30 seconds. Pour into the salted glass. Serve immediately.","calories: 179, fat: 0g, carbs: 19g, protein: 1g, servings: 1",https://www.allrecipes.com/thmb/9r7SEx3IQBsSxD--PfoGqh9i5_w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8622045_Skinny-Margarita_Yolanda-Gutierrez_4x3-c1418511059d4615935457df6f552ad4.jpg
Violet Gin Fizz,https://www.allrecipes.com/violet-gin-fizz-recipe-8606008,"{'quantity': None, 'unit': None, 'name': 'ice as needed'}, {'quantity': '1 1/2', 'unit': 'fluid ounces', 'name': 'gin'}, {'quantity': '1', 'unit': 'large', 'name': 'egg white'}, {'quantity': '3/4', 'unit': 'fluid ounce', 'name': 'lemon juice'}, {'quantity': '3/4', 'unit': 'ounce', 'name': 'simple syrup'}, {'quantity': '1/2', 'unit': 'fluid ounce', 'name': 'crème de violette'}, {'quantity': '2', 'unit': 'dashes', 'name': 'lavender bitters'}, {'quantity': '1 1/2', 'unit': 'ounces', 'name': 'club soda'}, {'quantity': '2', 'unit': None, 'name': 'lemon wheels, for garnish'}","Fill a cocktail shaker half full with ice. Add gin, egg white, lemon juice, simple syrup, crème de violette, and bitters. Cover and shake until outside of shaker is frosted, about 30 seconds.. Strain into a measuring cup; discard ice. Return cocktail to shaker; cover and shake until pressure builds and mixture starts to emulsify, about 45 seconds.. Pour club soda into a glass. Slowly strain cocktail into glass, allowing foam to rise. Garnish with lemon wheel.","calories: 231, fat: 3g, carbs: 41g, protein: 7g, servings: 2",https://www.allrecipes.com/thmb/c9IaVo3Ta6MA1ceRGu5kZ-K5tWA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8606008-violet-gin-fizz-4x3-a4a7d8d233f5497b939ce934d3a5ec55.jpg
Pomegranate Mimosa,https://www.allrecipes.com/pomegranate-mimosa-recipe-8603699,"{'quantity': '2', 'unit': 'fluid ounces', 'name': 'pomegranate juice'}, {'quantity': '1/4', 'unit': 'fluid ounce', 'name': 'orange flavored liqueur'}, {'quantity': '4', 'unit': 'luid ounces', 'name': 'Champagne'}","In a champagne flute, combine pomegranate juice and orange liqueur. Top with champagne and serve.","calories: 147, fat: 0g, carbs: 13g, protein: 0g, servings: 1",https://www.allrecipes.com/thmb/5UfC_AitsgfYXI3_tBw1pWjK4mk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8603699_Pomegranate-Mimosa_France-C_4x3-3a69f9c903434e64b04b1116bdfd5bf9.jpg
Hard Cranberry Limeade,https://www.allrecipes.com/hard-cranberry-limeade-recipe-8558931,"{'quantity': '3', 'unit': 'fluid ounces', 'name': 'cranberry vodka (such as Deep Eddy)'}, {'quantity': '1.5', 'unit': 'fluid ounces', 'name': 'lime vodka'}, {'quantity': None, 'unit': None, 'name': 'ice, as needed'}, {'quantity': '4', 'unit': 'ounces', 'name': 'Sprite'}, {'quantity': '1', 'unit': None, 'name': 'lime slice, for garnish'}","Combine cranberry vodka and lime vodka in a tall glass. Add ice, top off with Sprite, and stir. Garnish with lime slice.","calories: 233, fat: 0g, carbs: 29g, protein: 1g, servings: 1",https://www.allrecipes.com/thmb/t6sPCnPNFmnIF7nIM_j-eXTSNio=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8558931_Hard-Cranberry-Limeade_Chef-Mo_4x3-dd71d1c4387a4c77a9105080c6cffa47.jpg
Sugar Cookie Martini,https://www.allrecipes.com/sugar-cookie-martini-recipe-8369578,"{'quantity': '1', 'unit': 'teaspoon', 'name': 'vanilla icing, or as needed'}, {'quantity': '1', 'unit': 'teaspoon', 'name': 'sprinkles, or as needed'}, {'quantity': '1', 'unit': 'cup', 'name': 'ice, or as needed'}, {'quantity': '3', 'unit': 'fluid ounces', 'name': 'RumChata'}, {'quantity': '1 1/2', 'unit': 'ounces', 'name': 'vanilla vodka'}, {'quantity': '1/4', 'unit': 'ounce', 'name': 'maretto'}","Rim martini glass with icing and sprinkles; set aside.. Fill a cocktail shaker with ice; pour in rum cream, vodka, and amaretto. Cover and shake until the outside of shaker has frosted. Strain into a chilled glass.","calories: 442, fat: 10g, carbs: 13g, protein: 1g, servings: 1",https://www.allrecipes.com/thmb/rYl8p7gHAeWwCq0c1gqUx2ToNnc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8369578_Sugar-Cookie-Martini_Chef-Mo_4x3-4357a22ff5974a9ab5cb08ae3faee45f.jpg
Coffee Nudge,https://www.allrecipes.com/recipe/22233/coffee-nudge/,"{'quantity': '8', 'unit': 'fluid ounces', 'name': 'coffee flavored liqueur'}, {'quantity': '8', 'unit': 'fluid ounces', 'name': 'brandy'}, {'quantity': '4', 'unit': 'fluid ounces', 'name': 'creme de cacao'}, {'quantity': '8', 'unit': 'cups', 'name': 'hot brewed coffee'}, {'quantity': '2', 'unit': 'cups', 'name': 'whipped cream, garnish'}, {'quantity': '2', 'unit': 'tablespoons', 'name': 'chocolate sprinkles'}","You will need 8 mugs or glass coffee cups. Pour 1 ounce of coffee liqueur into each mug, then add one ounce of brandy and 1/2 ounce of creme de cacao to each serving. Fill each mug with hot coffee, garnish with a dollop of whipped cream, and top with chocolate sprinkles; serve.",,https://cdn.jwplayer.com/v2/media/qE2rSxjY/poster.jpg?width=720
Saints and Strangers Cocktail,https://www.allrecipes.com/recipe/245680/saints-and-strangers-cocktail/,"{'quantity': '2', 'unit': 'fluid ounces', 'name': 'vodka'}, {'quantity': '2', 'unit': 'fluid ounces', 'name': 'freshly squeezed grapefruit juice'}, {'quantity': '1 ½', 'unit': 'fluid ounces', 'name': 'freshly squeezed pomegranate juice'}, {'quantity': '½', 'unit': 'fluid ounce', 'name': 'sweet French vermouth'}, {'quantity': '½', 'unit': 'ounce', 'name': 'cream of balsamic (balsamic glaze)'}, {'quantity': '¼', 'unit': 'fluid ounce', 'name': 'cold-pressed cranberry juice'}, {'quantity': '⅛', 'unit': 'teaspoon', 'name': 'freshly ground pink peppercorns'}, {'quantity': '', 'unit': '', 'name': 'ice cubes'}, {'quantity': '1', 'unit': 'pinch', 'name': 'freshly grated orange zest'}","Place vodka, grapefruit juice, pomegranate juice, vermouth, cream of balsamic, cranberry juice, and peppercorns in a cocktail shaker. Fill shaker with ice and shake well; strain into a martini glass. Sprinkle with orange zest.","calories: 228, fat: 0g, carbs: 20g, protein: 0g, servings: 1",https://www.allrecipes.com/thmb/Nph7n1rkYk7hgsrICuLCDC0-ngI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2976569-4802c86fe99a4013a89d92aa614c56c6.jpg
Tamarind Margarita,https://www.allrecipes.com/tamarind-margarita-recipe-7966103,"{'quantity': '1', 'unit': 'tablespoon', 'name': 'chili-lime seasoning (such as Tajin®)'}, {'quantity': '1', 'unit': None, 'name': 'lime wedge'}, {'quantity': '2', 'unit': 'cups', 'name': 'ice, or as needed'}, {'quantity': '2', 'unit': 'ounces', 'name': 'tamarind paste concentrate'}, {'quantity': '1 1/2', 'unit': 'fluid ounces', 'name': 'tequila'}, {'quantity': '1', 'unit': None, 'name': 'agave nectar'}, {'quantity': '1', 'unit': None, 'name': 'lime juice'}, {'quantity': '1/2', 'unit': 'ounce', 'name': 'triple sec'}","Sprinkle chili-lime seasoning onto a plate. Moisten the rim of a glass with the lime wedge. Press the moistened rim into the seasoning. Fill glass with ice.. Fill a cocktail shaker half-full with ice. Add tamarind paste, tequila, agave nectar, lime juice and triple sec to the shaker. Seal and shake vigorously until outside is frosted, 10 to 15 seconds. Strain mixture into the glass. Garnish with the lime wedge.","calories: 402, fat: 1g, carbs: 75g, protein: 3g, servings: 1",https://www.allrecipes.com/thmb/UJ29wpCAX-k93LiqKqujFLXkkC4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7966103TamarindMargaritaFranceC4x3-5104050d15dd4b6c8ca09626d9ce4b31.jpg
Fresh Peaches and Cream Cocktail,https://www.allrecipes.com/fresh-peaches-and-cream-cocktail-recipe-7963518,"{'quantity': '1', 'unit': 'cup', 'name': 'ice'}, {'quantity': '1 1/2', 'unit': 'cups', 'name': 'peaches'}, {'quantity': '1/4', 'unit': 'cup', 'name': 'peach schnapps'}, {'quantity': '1/4', 'unit': 'cup', 'name': 'vodka'}, {'quantity': None, 'unit': None, 'name': ''}, {'quantity': None, 'unit': None, 'name': 'peach slice for garnish'}","Place ice in a blender and crush for 15 to 20 seconds. Add fresh peaches, peach schnapps, and whipped vodka. Blend until smooth.. Rim glass with frozen whipped topping. Pour cocktail into glass and serve garnished with peach slice.","calories: 402, fat: 2g, carbs: 54g, protein: 4g, servings: 1",https://www.allrecipes.com/thmb/OmuCgVA5YCxX9r32Wj1o8SxH5Vc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7963518FreshPeachesandCreamCocktailChefMo4x3-80a2a11a5b8f46a6bed1e9edc5b3a6fa.jpg
